uuid,max_price
d3604ed5-0715-4ed4-a773-7f46cf563914,10.92
075ced5a-50d4-4c41-b519-c96dfd1f70b7,7.96
050d0721-d2bb-40e3-ae0f-e8a612e89403,48.68
88d20728-120b-46b1-9519-2b286a5a90dc,58.45
813f049f-5317-4306-84f5-86c1dd35af50,48.91
beb2161d-4e1d-4c9b-b22e-a08269b395bd,28.9
a29b341c-eb4f-4b49-a9fa-2d35e36072d5,4.88
20ea85f4-a349-48fe-a251-9e16ec0967e9,23.77
87173ae2-b73b-4f9a-a14c-0d05ab2cb1d7,7.13
b7cca9fe-8249-492b-a350-02f1a8b61914,40.06
7217935c-d3a8-4f27-85db-e50ce3ea7cf9,34.62
ec806386-cf90-4287-a9a0-0ef8c1aa888f,41.22
735f5e8d-3b99-456a-bd4b-77055823727a,22.01
8a0f7a40-35fa-418e-bda1-62cb74b79a03,27.98
2e28bb28-0a8b-46c6-8ba9-daf3c4cedb5e,6.8
93786850-5b34-47f0-a1c5-f6c698030911,24.4
5f8544c2-e856-4633-8380-18601eb6643e,36.23
c9b88384-8fd8-46a7-a8f4-3f257404881d,56.73
251308a5-4a19-4882-b84d-3934f7cc6524,35.04
e4298d0c-c55d-4830-b40f-18b45918a073,56.57
5a73a67b-bc01-4337-a311-d20ff4b0cdd8,39.89
cb51e8b1-cdb1-45c2-8190-d3a57e6342ca,49.61
7162dbbf-7948-4d0c-9e89-a9da3740c8ce,7.18
6ed22896-a3ab-46d1-a02f-7fe87614fccc,34.33
368a9609-7314-4c36-881b-4c3456af55a1,42.95
2083a80c-f35d-4d6b-a7cc-2f2f4e408488,40.58
0148572e-f12d-4012-9a4f-1363f01a5bb3,58.39
9b071dd8-60da-4c30-9199-772325cdda3c,2.52
c3f65ffc-4c7b-4fbd-a9fd-7b9519c401ba,53.2
36002053-f617-40c4-8c03-bc619cc71d49,46.55
0bbf2fdc-b260-45b9-abdf-b302316340bf,52.14
2bfa6ee9-9722-4b30-9aa5-1f4c19314879,58.26
43ae3a0a-411d-49f1-8151-4f5d60bcc87a,3.38
bd3bfc4a-2970-47f5-800b-8a55d3ff6e87,25.11
e4302f21-6e9a-4ce1-a273-96150cb62379,25.77
c272be3c-baa3-4573-8b0a-933896b90d20,57.33
9bbb159f-7c69-4948-ad85-520f4ed8b4fc,12.85
6269bbc6-e6bb-44e9-a3b8-7862a00c52c3,18.82
27bfde47-c7c3-47fe-9ae7-2a88423774c7,37.32
38e5a22e-8fe2-42ab-9a29-0bf5795976e8,3.79
8138eb69-1fe1-4e58-a263-361d2087b590,53.31
752d121a-18c6-4a0c-afc0-22622e5fd6dc,16.08
f9d69ce1-b524-4a49-940a-378961dafe1e,9.52
3ffd4b95-4b82-4436-be9f-f58c8f5d2872,23.24
ac0f2582-2ac1-47de-a67b-686fc1658c1e,32.17
7ab2794f-7c1c-4c63-afe8-e983955615c7,55.71
85158513-3b40-431a-a0f1-cd9e2d1e4a0c,41.63
7b0b8fe8-8075-4919-bf0c-f0d4d9910eb2,31.32
d12e6da7-8723-4ba5-a00c-25215aea9eed,21.6
204e9afa-4ab3-44a2-9d1c-d52c01124def,57.36
99d27a08-fe9e-458a-bb68-269cf08e757b,26.16
3b6f539f-a0af-467a-8ef0-4811d1af7112,35.92
c1217585-a69d-4108-a5d7-600d8460c815,15.38
122decd7-7805-44d5-a7a0-3f56f5e5dbf8,46.69
ef27c4b1-2432-459b-9c20-55e4d5fcd1c3,55.46
3ed64f63-5f80-4f5c-8e18-dbddf016b94b,18.17
43da3ffc-98e5-421f-b12b-76e194664e82,51.36
a38dbc1c-8d7e-4096-9d78-961f87e235a4,41.32
fef2cb50-01ae-4d19-bba8-fb33fbddcf64,58.62
3db6f679-00ac-4bd2-ac4a-5e37abc5490a,2.24
a9aeef8b-0b6d-47a4-9bb2-87b97273074d,29.34
2ac1b788-a9a5-4861-b19f-2493cd4c928d,7.93
82584d90-25a4-49bc-a467-bb35ecfa46c3,41.92
b28c1fa0-94fd-43d1-a635-98f1120dceeb,2.62
e0f34024-df89-4de5-865d-5110787a1781,5.42
6878a7d6-2725-40e8-b994-64bcb6b984b2,22.32
a9574b58-b6a1-483d-903c-586e45bbe3dc,33.72
27012315-23c1-4ace-bfdd-7f798630d286,18.86
894a6801-35c8-4aaa-86fd-061c08913cea,13.44
4763b184-d4e8-4088-a4b4-44bf64f4704b,30.32
342f8e1c-aa13-4bc3-80ea-4a2167f0e67f,54.78
706e6bdd-a334-420c-a1a9-f8ee6c6cc183,22.11
a2ab98c5-15ae-47b8-a5af-3010caeaf3d3,40.71
220ac9df-8bf5-4816-b722-119ad2300e74,39.33
ef1b8ff3-b1ea-4340-b46f-45617e01a14e,27.92
90aff503-8423-4a63-ab5a-925c388701b4,30.57
827a46f2-b3d5-448d-b9f0-a5dc6a75fcd0,47.39
664fe3bf-aecc-40af-b02a-67cefa600926,19.5
e3011ae6-2c51-4416-87e8-eb9c16bfc0f5,53.77
3cc34ee9-23b1-45ba-854f-d950fe03eabe,55.81
90e7199f-9b58-4cef-af4b-17c0f2cfb0f9,23.41
a68875af-18bb-49ca-a352-8d066c37385a,35.43
a3ebd270-81fc-48db-ae46-a572e2aa5abc,2.79
9bd74144-e2cb-41f8-bcc6-86d51b655b63,45.76
67ef816a-1b39-4bf6-9716-5088f9d1d259,6.77
56419e43-0e3b-4b29-94fc-6fe7c22088bc,36.97
06c19c1c-0286-4826-a9c0-dbb944c75c01,7.76
d0229661-291b-4822-9fc3-389d0734cd15,53.09
53252530-d51e-4410-9712-e0bfd604562e,1.64
c4f4b9c4-6598-4e10-9129-9e508ddf1137,1.87
478cb595-249f-49d7-a9ad-45a3a7a68a88,9.62
00b53433-88cc-44b7-9509-d01be8e49fa3,19.03
067d4cd3-9fb6-46c7-9708-233002380236,33.4
46d56940-8615-4659-b5a6-371baf57f459,16.82
312f1262-b819-4309-b6a0-1c08d026afa6,34.96
ce9cc214-1c90-4a11-9325-5e4da41647ae,44.95
151c18e8-585e-461d-839a-189d7dc6fd6b,1.96
314aa3da-c04c-4ab1-990a-1339f5fc7974,59.88
2d81a26a-e535-406d-a21d-3e0023874d94,1.02
27fb7dac-b817-436d-b797-7747e6db2968,50.36
e6c0e045-0b0a-42f1-af46-084e00617afe,43.99
302801ce-c085-4461-8425-de51b6612b2f,7.35
b56e65da-91c2-42a7-b913-567aed06d72e,0.6
2a725805-facf-41ce-88f5-fdfa3faf9dac,55.49
f59b6e53-d4fd-4f42-a9ce-4c12bbac66b6,56.6
7a33f6f2-4930-49f8-ad23-e35ef2fc4301,56.25
b540b73c-dc4a-40a6-a297-90448fe9adbd,39.88
3b5f4e68-21ab-4ccc-883e-5f273a1400f3,50.76
2f57588f-bc1b-4e40-8e94-7087268ff294,30.89
1ba2d5d2-6db3-46a3-9a01-58510f641695,44.17
355a911a-f6b9-44fc-a626-dc1fe2e6dc84,25.31
43384ca7-2b9a-4c7c-8217-638550f5e831,6.44
8138aec2-39b9-4e29-8723-197d71937ed1,22.36
d97d069c-6884-4401-8422-5a424ee5de7e,0.89
48869570-1e39-4b93-a5af-1354d7dcd556,29.76
99a63a28-6caa-43f0-b5a3-d7c3f31894cc,48.19
6eeaedcc-3e5d-4992-926a-4c6f253b06fb,11.24
c1ed59d9-9a28-45d4-bf33-7cd69099ed59,13.89
a1ca90c5-a310-46cf-9159-02cc46fbc5f8,9.45
f87ecd51-e04c-428c-802a-0ff0cc40ac5a,56.97
582e7108-d5e4-4d24-96d5-0856fe9d6e58,56.36
67969d61-4e9a-4c71-8d2b-3e2ded46c4ec,44.51
cacbd299-8e7e-4439-bdb0-cce7fdd96eda,0.85
1b436d31-99e3-44f8-a64c-02ac8168078d,52.43
25ed766d-3376-4ee4-ada7-eaa455933c23,11.01
e597ab88-ad09-4e34-a22d-427261a46acb,41.36
07808b17-569c-499a-9e42-2da9da126f2e,31.42
fea47b4a-5eff-4b82-8f8d-139d0ea68ff6,57.02
244a6815-29c1-4e12-95f5-bcf77c36d5d2,4.12
c6e25f5d-8d35-48c3-a780-7cca52b3b698,0.52
91e6216b-8460-4caa-8e03-91a210a3b0d1,43.74
8334e26e-e6d9-46ae-a36d-064e1354c006,55.78
e44611b5-023b-41b8-9cf3-4a0c4bacaf07,28.65
f83cf4a3-4fb5-4f75-a55e-3ff26c1c780a,36.73
2a48006a-2ebf-487f-8e3e-a0527d9e0686,12.18
aa2f254e-6699-44ae-8164-42b6d4c2a816,47.14
10f834a8-14c3-4da1-ba0c-30f5320d5308,53.42
36cc770c-bda7-4531-96a5-d52a63404353,22.02
155e5c39-e977-4ef6-bb1d-ecce03d45904,17.86
2238497e-fa2e-4ff9-8ccf-ade80a0221cf,28.16
6a02572f-c199-4208-bfec-c27187eda570,12.71
cd11c8c2-827b-4d58-aea6-97a238f6edfc,29.21
66d89657-27ee-453c-8bb2-a650d8c01b52,54.66
e05b524f-97c1-4484-9bb8-3c72c9e41b65,49.03
a03a89d6-45e7-4d7b-b3c1-6d5f557bd4f9,36.69
763b5eb4-c4cc-48d3-9b02-3625c10ab90a,56.35
805ce658-b307-42a6-96c8-3c8a20453533,13.44
3a958a4b-cc64-4032-a990-8344aab39b1c,2.49
cb0edb21-434c-4a0b-9bfa-a510c6aac086,56.71
33162652-1c00-483b-9121-f559d6891fd1,23.26
740da97c-ef4e-470a-b39c-56ca9fc5461f,16.82
26cbf938-33b5-40d0-959d-98f9b6fe2d75,43.91
430a724e-d910-4414-b25d-a8403f1b54b7,47.52
3b1e6e81-dbc8-4048-957c-25eff1496221,38.84
d1254f29-647e-497d-acc6-2511f570e262,39.63
c0349ee7-bbb7-42af-bf89-87a9c6b2cdc5,42.21
02f063f8-2194-45ed-81cd-570aa2152de6,25.57
9e8d3860-39a0-4032-96c6-4cff5e019f2e,26.05
ee4ed985-3def-45a0-b39a-5f2a651aaf9f,3.67
257b1b18-9b34-4375-a44f-2d631b3fdfc2,44.57
c9bf90f9-e4ce-4e73-a36f-bbb6df72c263,59.26
f8eb59cf-93c9-4329-aaec-6af288de59f4,27.89
14344f77-34da-4632-b407-d67aedde5773,1.94
ae120bf7-505e-481f-9497-761b4684140f,1.8
ac791c32-e47a-4812-acec-286ee4dd510a,15.44
9112ce09-9f4d-42dd-a65c-d20e2131f06e,50.84
38a76c1b-91e3-47e4-ba52-300f1b9cd444,28.06
7d7fb3ff-1d70-48eb-938e-40cbd91f3710,52.4
f629e7ff-dffa-448e-92c3-1278a0783b92,45.38
f9f79c7f-02a7-49c9-bf15-add7a039a142,24.55
e4b2a953-8847-4504-9650-3d180e89ef79,9.34
7585cb99-6f82-4534-94b4-d86e850ffe4b,2.99
c3a2a132-5ed4-4fe7-8b62-fb801d9ba028,5.27
ae6bfc47-6282-4f6a-bb09-e53afb80b07c,13.43
430ca09a-54ef-4bdb-bfe1-8646acc0c465,17.15
7c395818-d53e-4d44-af5a-dca8fde2c5eb,28.98
d6b72eeb-0fc1-4dbb-9dd9-129464f7ec12,52.76
c2018417-672f-4d0e-b6d9-07209101d1ee,11.24
cf1f07e6-7394-4f39-81a4-f8a1c2515ae0,27.56
44025f2c-74be-4516-8340-d398cada1122,58.49
b615dd8f-6be7-46c0-8987-e8f24417cd12,18.38
4bdd2b23-2657-4f85-b7b5-93ae7a4cbdbd,34.99
3d8af69e-41db-48e8-be7e-59d5cc6d3c5a,12.91
ba2d3f8b-ddea-4879-ad02-df380afd78b8,48.28
45ad4771-f560-4fed-b729-9cb117d06be0,41.08
e91bebbb-8aab-4a71-8c23-d07a456613b4,56.74
d669bfc9-bb31-443d-b778-5ff936132113,45.42
b425085b-31d9-4c7d-9a42-183e3f40c575,21.65
827db460-79d6-430a-b9be-94432cd8848b,50.91
a1a649ac-2de3-45a2-9138-c2bf80c590f7,54.07
e660d895-6a36-4855-8021-ad8cae7dc279,50.56
b41f23b9-713a-4381-a1dc-e4fbd02bed58,37.96
8182a65c-6ab8-4bb8-91b5-d8aefb9b075f,22.88
990b352a-6262-40e1-b367-0693d058e448,30.99
3ccf8593-c77e-4bda-b7c1-0a05a20a080b,26.88
cd7f87d5-2e75-4dd6-83ba-f87e5b94752d,2.89
43ade565-6312-45d7-8c89-eb2f0c10b38c,32.7
d40801e5-60b3-4e76-a2a9-e17f08f5b4dc,39.4
2836f344-202e-4212-98d4-b374bb610efc,45.82
9d1a1dfb-86f9-4d42-9079-78b7d5420655,0.08
654f92e7-343c-4e74-b6d3-282d67a550f2,26.83
dcde5629-23ef-4a41-a708-cdd6d00cad37,30.2
38c1e171-bda9-4c3f-b81e-9ae290f88e40,26.75
80785439-fe55-45fc-a15a-5921a438bd45,47.62
1eefd08e-f998-49a1-a503-dc4d1e695295,50.83
1734cd14-1731-4dd1-b8e4-01302a0f98bf,5.14
fcc9b9fd-a266-42ad-af43-c8497e33780b,24.17
5e1519c5-800d-4435-bd2c-26d4892acd6e,20.32
80a1592d-870d-40b3-8856-25076f4d2216,32.38
ae2e75f4-fbf2-4c6f-a6e4-3ed4d9e9f070,6.16
1ef26962-308c-4f32-8401-829cf39b4dd1,31.87
51ad778c-f635-497f-af6b-e5f3bca249ea,5.68
b25ac0bd-cc7f-47bb-9707-7d15e47fcb27,5.19
bb56091b-8b34-4e4f-bfb1-873a60e2e46c,37.87
7202d5ce-44ab-43d5-bb11-0173209240d7,47.01
2987973d-ef8c-4db0-b3b1-4cea34d18e2c,47.3
f380d43b-34f9-4994-8d46-8847aae60aea,36.07
5fac4106-cbb3-4c96-a386-5db7190ba51a,41.78
026c5390-4ff9-41c2-93aa-2c99fc00d166,11.59
e54fcc1f-d2b1-47f5-8a87-d5a6da948b0e,8.23
2cec7951-2359-438c-a0dc-0eee3afe27f0,11.91
297b7283-4b87-4143-9f6a-069dfe352642,14.74
7ee55965-2e57-477b-bcde-6255ba9cf8a8,15.66
ce038a72-17ec-4f90-b65d-117b25ca2388,50.95
a31057b4-f054-4320-8f4e-40ac38963587,43.92
9748edad-4c7f-45b9-8d44-9bffc009b944,28.23
6764954a-4b93-4d57-8471-9073788b001e,39.08
a0aa3ab0-fb6f-46c0-ba31-d6de776d00f3,50.48
3439dd64-6376-4f74-ac7a-103f8fb5e0a0,31.92
83956763-cd36-40c3-9c0e-8f0f2bfdd108,50.66
a4d98a93-ee28-469d-b08b-5bdc8263282a,49.99
38b753a9-8907-4161-b2c1-5df52572b311,5.95
48852970-28e9-4cef-8b83-8aeeb5b20c48,30.8
9a8d8d9e-50aa-4ceb-b8ad-990a8da9a832,28.74
403853ee-a93d-49cb-b456-fff817e58107,56.3
b43d47ed-40c5-4447-aa37-228f3e75f115,26.68
24603f36-693e-4ec6-a03c-942b973860a7,57.83
ec941421-5029-4779-91bd-4a717eb5e523,14.87
ce7e0c7b-152b-49ec-9539-1500a846bb6a,51.97
635a3914-61e6-4011-b53a-644f4e83776e,24.44
2f36e843-17a1-41ad-9c44-5aee6f43bf89,10.17
af7fd8f7-03a8-463e-9c7d-00fd22953ca8,58.6
b4e4d83e-1851-471d-8727-ba8f5ea1a562,55.74
57b6c794-3cdf-422c-b103-ef37d7a431f4,3.18
c8dcbde7-411e-4777-b883-72af2db515a3,26.37
5f2e91f5-1a0d-4833-b12e-3a270d897a3f,21.34
408e25a5-da4c-4a6a-83f4-ef541c0a7f3e,48.27
d0c890c1-3665-45fa-b0c8-4bbd7c84735c,45.76
17c86d62-459a-4989-932f-7fe3bed54a31,12.03
4b1dd15a-44ce-4ee5-8628-da5f37d9eb10,4.62
bdd8b4bf-9123-4321-98a9-d4eb2e1e4b79,5.62
4dc15a8c-80e9-4f74-b261-97d2c3f32f9d,39.93
9d632c20-a667-4694-a063-b21b0d4c05e7,19.7
e5fa2cb7-f949-4696-afdf-8cfcdb43b305,45.83
9c8297eb-e908-4b5d-852e-0a4946db2b51,35.21
900fa20c-ee9a-4965-8e91-d9fd8550e8e4,36.59
44533f3a-c288-46f5-9637-23b1f6c127f1,9.37
9ae99077-6779-4b8d-844d-7df1aa2305ee,32.67
f196dc0b-f150-420c-8b0a-1a5de88dce5c,57.37
c8ca084f-60f8-46f0-839e-1c8c43215d26,34.98
3f375c67-c09d-4bd4-8144-69b425303b46,5.46
623d5827-0604-440d-865e-13837d6f72ee,48.5
25e84e23-7c89-4c9c-b04e-1a1b82764452,24.89
4a41e1d5-bd32-4376-b19a-d9e35c4e3df3,44.81
62dec777-da6f-4a3d-b434-ff39caa88865,22.51
d71ff87b-eb43-4340-9628-d70ed7136e64,45.7
c8c53220-69d0-4edc-8edb-fad43636766a,6.82
09894166-f94d-41ee-a49c-ed364fd0b877,55.89
852d8950-cec3-4c3c-9016-b2bb6c3a3c92,48.48
0e27c4ee-e97b-469a-946e-4da5bd6cadff,1.04
0485d6a6-b92a-42e8-9c90-e3abb927f26d,46.71
6002da49-c861-41db-a010-f0134420ad7b,49.49
f5c39382-2dad-40de-90a3-fd531d9c9f33,12.52
11bb7329-101d-4173-9e6d-3182a8dcb74e,10.37
f5451474-0b9e-427a-b9af-34f3b74ff3fe,27.56
259cae8d-1458-4136-b3dc-8a730ca2cd0f,40.97
a8ea4429-fdfd-4067-b377-73ebcf6c56d5,33.38
8b5767e1-6ad4-4619-8c00-3bc33d635703,39.51
500a1d9b-8a18-4e71-b576-a173781bb259,50.78
5cd69740-48c7-4a25-a8a4-2ee09e853e09,59.73
457e14c5-483e-4d45-a257-a87ae5b1c835,48.76
686f568d-3e0c-41c9-b15f-ade8c4ad943a,56.8
01854a6b-ade2-4444-afb4-96545f163ba2,35.36
69131be4-e527-4ab9-b909-204513350fe1,23.42
83893caa-1cfc-40ec-85d7-a51d79ab819a,51.49
6b567415-eb55-4c07-b717-566204d90ac4,47.63
5e7367b4-c9ae-4ebc-b056-2d07e7801ba9,24.07
2fce47d1-9052-4e33-8f27-f575764fc1e5,1.89
d41ea304-395a-42c2-9fa5-936eb8d2ff62,28.5
38232c2b-9492-48b6-a6b3-df1d5cb79df1,17.31
d3521a2f-ba04-4682-899a-5aa8de3eea8b,44.87
c26acfc0-74db-421a-b042-e4d4ff791ee7,21.02
54edc863-a3a5-4bb2-9f13-6307e49a61ad,21.83
882b1fe1-798e-49ea-9ab9-9a29b7328d7c,39.56
7fc5067a-1f4e-4a63-b4d4-41838130eba5,48.59
72846304-f5a6-4f85-8152-0d9d5bc28c5a,38.11
dead5e59-6dc9-46ce-a8a5-6c596eff8baf,0.31
84ad7155-669c-403b-b710-ffb71d11b845,53.95
d14b6540-0ab5-42e1-bffe-bfa75390d8a2,9.73
d6963abd-27f4-4a14-a619-8acf24a755c8,37.03
4b14df05-ecb2-47ff-8217-934a4ac6414b,7.04
231755e2-5cea-4f3f-8e27-e2a44eaf9c5c,57.66
fe9355e7-ca4d-42d7-b1c2-c982960d3cf3,22.77
83841dba-c11f-49ba-9b88-c815cd2a098f,10.23
c7af8a5e-86d4-454f-9261-cd7804f80486,29.72
fa0b19a2-365b-451e-a2b5-3b51ec87466f,51.96
a41e89b8-3756-4a0a-b688-5dd03a2e4901,56.09
6e8da84a-4f15-4694-bcf1-8a8aa49d30f3,26.81
cee6f674-c38f-42c3-b11a-f7988c368747,5.75
719950c7-f859-4d46-a2da-32891c71a33d,9.16
4d1e9782-f2b4-478e-961f-c551f8df2fea,18.35
04398aa5-97e4-4982-80bf-726f3c381728,25.46
41b4e513-ec43-4990-a996-e4b86a45c4d7,35.24
510ee6fa-a288-4d3e-b885-56e28a2ac894,26.51
6ed6cf86-8cf2-492c-a87e-3ec921b2a200,14.03
96de9bf9-c229-4c65-81ec-5667875b6c26,35.64
c3bee258-89bb-4f92-8630-48a411315c01,16.49
8e158b4c-0fed-4e4f-bb43-a3173aa7df58,47.82
82f4e3a4-e1b6-487a-94d9-3a59f11d454b,11.36
aad72ba1-3127-4e8c-b968-9b5348486764,6.97
0debfd24-eacb-433c-98d8-7f75d00f871f,49.71
a9a64065-efb6-4186-8ea6-f81a6db55b92,19.26
297962d4-f7d5-41c4-8966-8d29ce615643,8.87
5014d16a-c077-4d00-be35-a7f71a32cd36,55.8
a65aaffc-c1a0-43d2-9667-80155e083236,55.02
bcb30390-0bc0-420a-8c0a-a7b29a70adfb,27.32
9e29b08f-9041-4bb8-8448-d6ea9d4afbbf,56.69
364e1e5c-7294-4899-9739-7c1e19478ae4,33.12
afb63d01-cae7-4481-a207-22fe714a5fb2,39.95
5f5b6f0c-0999-4c9d-8b30-0972f9349fb0,1.15
eb5fd4e7-02ca-491c-b4f5-5c5568a9f7a1,9.83
027b7fe0-2f2a-4d29-b4ed-ad94d9554225,2.72
cbcd53ab-aa82-4aff-863d-54539f05f1a7,49.38
a7b75db6-d181-4369-93e6-5c95a01ceebb,58.12
34fd5c58-5189-4b01-9f00-e8c7067ad166,31.27
e7c0dd71-d133-40ee-b462-9ae7308211be,29.94
1c3afe3d-f911-4f15-a0a9-a959a9d01284,45.09
7abb3afb-fb49-4cc7-b2ac-eae5b20b2287,11.32
9af80cad-7bb2-4a83-bd75-113804081685,29.19
e82b4ac4-0d6f-4aa9-85dc-b6d8cf44d93a,23.09
485eb2fb-9a83-4e25-920d-b5ae292e3b64,56.87
af8ebdfd-3f39-4e56-96b6-6c18c100d76d,54.13
95cb4582-47a4-4c34-bb3b-be4834cd7413,12.25
d9aaab89-86f2-4cde-9ccc-892c54c6ebe3,55.31
33a54076-e4f0-481a-83f6-d955ddeabbf7,6.45
4bea843d-fb46-4b36-8b21-3bd45a73dc19,43.22
1591961f-705f-4526-8e3e-d749416f0c80,26.34
64c34f5d-75c8-4a89-b488-cab31d3588cf,38.65
53f4f0ec-1f06-4e13-a9fc-cb08ca7282d0,6.91
63f58bdd-9fdc-44d5-9f73-dddc5bc33549,58.35
80f01dfc-7474-44dd-af6a-01e99f4d3727,10.43
85125bd8-4555-4ef7-8973-97b0035cfddc,25.67
443ddcff-5950-4824-b0b0-2b79251b45d9,31.87
b346972e-d730-468d-90d9-08c75bfcc4fd,20.77
89f4c563-7b47-44dc-8da3-f5b0ec7f3958,34.2
ada60058-2085-4225-861e-a1b08251476c,7.83
08afc65a-dda9-4608-bb72-3a567d448daf,10.85
1054408c-73fe-476e-abe3-af8fa67460d9,11.57
9f78dfd3-80f4-4fe4-9920-b2b52ae4ed61,57.59
3533b476-b09b-40ce-9c66-e7e947345551,44.62
9f3e1bbc-8c54-433b-92c3-da7811567f97,31.83
e191169e-27c2-4a8a-9244-0cce85a1816e,48.82
832b321c-a85f-4631-a654-4d9d957989a4,54.89
6d0221bb-dd53-4652-b740-c6c022ba2c97,24.75
73c3caf8-5b4f-49d9-b455-9539ab5855af,28.55
e386e456-ac25-4f60-8c3f-8e44c6f82190,31.77
95ef9f5e-8787-456f-80e5-40a8d645ea95,19.71
9d2bd8c8-426d-4bd1-adeb-3bcbc84a9eee,55.18
65ff9e47-7fd5-4235-9510-3ccbc617c300,53.2
55b3ae71-1f09-4fcb-9b91-722c4aa2fda2,18.54
696ece8e-b6a7-45d7-904d-40c1f21da29f,10.58
13ad1bc0-67b2-4605-aa66-0a31d22cada2,5.51
e9069a72-4723-4caa-8f46-2cd53010c5ba,32.69
c35da872-0015-4d81-9103-4f3625e65ad8,8.99
ff987287-2e49-476e-a08a-63f16b4c100e,13.75
b767b5eb-677b-463e-af16-d65211c53747,21.07
0151dd9b-0445-47ba-9a33-bfe1bb2c6cb5,31.3
62197f0d-24f1-4db3-83ae-54fda2a4a27f,48.98
807f4d14-dc02-4971-9531-30a97710747b,48.04
dab5122a-7c0b-4791-842e-8bb1d8bc341b,27.11
be4c0d6f-f818-4748-92ce-31428d13b0e9,7.02
c14c1370-2ddb-4bf3-b5e4-859922d1f7dc,42.13
7c24badd-ded8-4c94-9255-168b96b93c56,28.43
50e79c4a-7305-4794-a0cf-8222e2d60824,58.36
aa58a6e8-1677-4cf5-830e-4d94229f0eec,16.94
a3634d6e-4a84-4eb3-8831-40cf1a21eb17,10.67
949991dc-9a73-4537-ab9f-c4a38da09c2e,28.2
e1199d5e-de3f-4a45-a994-6571cd62eb9c,16.76
2185cd33-fd77-416d-8ba1-4131649c5a57,9.82
f5853a5a-5ecb-4e46-9be1-7717ce4be85a,33.4
9c1edc5e-fc8c-4fc6-aee5-9f2723669d0f,37.96
fd789a8f-42af-462d-9c6c-96ac7f58f815,0.39
4367ec8d-536d-42ab-a50e-2cfe4da89e45,2.55
c5e36eb6-6abc-4672-936c-c05ab61e394c,42.23
ed4087c9-9a8a-4bf2-a540-abdfd164c8f1,14.94
844c0d8b-f237-4684-bf64-4b21316ee673,55.73
9307dd51-268a-48fc-97d3-0652b527121d,38.27
8ba85f35-eb9f-42ea-b80a-66cfb7e59daa,27.2
2291fa18-ff28-4e9a-b083-ac5dab4c3857,51.31
7ae27479-0f5e-44ef-9843-c5eea2ffd4d5,56.52
0d5abdbb-858a-40ec-b59b-20088d239a97,39.26
d10ef347-dd60-4df9-bde1-b314bfd70faa,31.05
2e13ace0-7715-4bb2-880d-022dea0b1977,32.33
11b981e2-988f-49b7-b4b0-ea074bd72e27,47.66
67163221-b1f6-467e-a8b3-7dc5e571343b,51.15
430ba94f-ee77-4b2a-bc2b-759b8aa22f16,29.47
31b1f027-52e2-4871-bccc-5a5da2ac4584,18.75
e16ebd8e-4f71-4c61-ad94-8d17fd56e2a2,4.4
377ed182-6998-48a4-98bc-6cc2e759ceff,15.14
2d13689e-285e-4c4c-8cf2-a90a967ce8c9,57.98
f675ab12-7bd9-460e-9198-e1603465d3a4,10.06
7081d1c8-45a0-4c1d-ac8a-d651038d9b20,1.35
3f069a47-9f23-4b32-865b-3c70bd3079dd,18.02
c1e6eece-b6c1-417f-b76d-5ddf1a6ed6fa,52.47
fb3d42e8-c732-45d2-94b5-49383596aa39,23.75
0ff2ca94-5cdc-4d66-a928-e3974f961bfe,19.29
b77d2cc3-d782-4cf6-9b50-4e1ddf3022ee,14.84
a0075b84-27a8-4591-aad9-78780748f7b0,21.49
fee9eef5-43dd-47f6-9675-62e8ff62d6ad,5.69
fabdad89-6031-4054-8638-972e3017dd9c,51.65
c1455f35-7e3d-4195-aa14-c62f8d51d196,7.06
28279155-dc8f-4417-bc13-1dd725a1279b,11.68
5e779324-15eb-4703-9371-694edf15a328,56.44
7277961a-6637-457f-a446-42b53501a481,10.76
c79919a4-ddad-4b14-801f-26c07c0c23dc,50.03
0c4167ad-0001-45b1-a418-d1b666608017,42.86
2603a73a-77f1-4753-abe3-3212b58a7771,20.99
cba39c67-4017-478d-bca6-c15c01db2a27,11.06
0265b2a4-e9ce-4398-ab9a-34a467e5ce8d,24.41
def02ffe-5766-48cc-b6c2-6d54989f707e,57.63
8b060cb4-7430-45e6-ab71-6dba605ef0b3,28.35
02e5ad83-7636-4fe7-9e5e-39d4a8f73a58,59.78
2aeadbc6-c4a6-4794-8d46-f9023393b707,58.69
b93946d6-6216-492e-b113-0d893f1852d2,24.92
81f4d81c-bd14-4c8a-970a-51b43b8ff356,23.87
4ae2d3f9-a258-4200-a8b6-be30cc2ab5c1,7.3
c4fe93d7-ad7c-4b01-bb9f-07d7a2f5599a,23.26
b1edff40-5459-4550-a5af-22722d37356d,52.57
896004fc-0e66-4464-9cac-7ce9f11293b1,49.79
87af5cd8-a9dc-412a-a402-1f46123cc00a,35.49
101daf08-905f-4d03-a900-c64c52ae4e0b,56.21
7cfadd34-f5b3-43c6-bd53-9681d52632c2,6.32
81e3d17c-1245-4429-a672-e96c25b67e24,45.31
1e7d25d1-4603-4e53-969d-cd35ad0c3ed9,59.14
fd32510e-57fb-4b4c-bd70-520e8a2806c1,27.06
86a2e2fa-29f4-4d9f-b2af-562346fa9545,13.49
d50aca92-9964-4681-a4ab-e7c844644572,8.64
0aecca7f-5749-4590-a381-cf5ec8100022,22.58
600ff86e-665c-435f-8a0b-0afd74a1e6cb,13.59
