uuid,max_price,live_price,created_at
46ae267d-2570-4061-a9db-5ea513d665b7,19.77,23.0,2023-06-25 17:49:20
537efd58-b67a-41c4-9d61-5ad13e41ad66,2.06,38.69,2023-06-25 17:49:20
4afecfff-8a66-4575-99ed-475888bbd31d,19.96,42.19,2023-06-25 17:49:20
a797442c-7ea1-45ad-a574-54cfa632f777,8.66,34.09,2023-06-25 17:49:20
7a6f3ec2-8ba5-4341-a2fa-21a2a7f0b0af,22.12,28.2,2023-06-25 17:49:20
9028d32b-eebb-496b-9d3e-a0788045e703,7.34,38.29,2023-06-25 17:49:20
190fb64a-2dbd-4f26-b796-72a1c8c4afe6,35.79,36.0,2023-06-25 17:49:20
aee3dfd0-e370-4e0e-8c64-7a6f241196a3,8.29,14.49,2023-06-25 17:49:20
0a9a6815-b658-4135-8308-9218525ca353,11.28,23.89,2023-06-25 17:49:20
9cc22bcf-a044-41b0-8d9c-d9ef8740a587,23.58,45.39,2023-06-25 17:49:20
4119533c-da01-4be5-89ca-684e7c54eed6,20.63,44.69,2023-06-25 17:49:20
8b1bb39e-141d-4f96-9d3d-176ed70fde25,29.58,29.89,2023-06-25 17:49:20
e92b620b-0e3b-4e84-8e1c-713244399e7b,16.53,50.39,2023-06-25 17:49:20
0210b8c1-6124-4a81-b6d5-a08b9af606dd,29.83,60.29,2023-06-25 17:49:20
cac015a3-e0f0-482c-9ca6-3754149d35e6,20.65,25.79,2023-06-25 17:49:20
720288a4-21f5-499b-ac13-0ac58cbba502,33.1,42.09,2023-06-25 17:49:20
3faccafd-414d-4417-bd32-0b4233d6258f,19.99,33.39,2023-06-25 17:49:20
7ced594d-2697-4c72-ab2b-821d4c6c7549,10.66,51.7,2023-06-25 17:49:20
7c002a88-cc47-4ef0-9fd8-53712305a901,4.49,64.39,2023-06-25 17:49:20
58596147-8db4-4e78-bbe0-f982c35ef620,23.01,34.19,2023-06-25 17:49:20
690dea46-5d97-4859-ad20-4bb4c86d6814,12.73,17.39,2023-06-25 17:49:20
7f6dea91-6414-40c0-afbc-4a3a122a9123,35.07,36.69,2023-06-25 17:49:20
433296be-9b57-4e42-9d88-efc1502652b1,0.62,54.49,2023-06-25 17:49:20
54a2d817-78c0-421e-8835-b1e7526d81a5,14.39,39.49,2023-06-25 17:49:21
80377869-10b5-449d-8ff4-02c4a1dab1c4,14.1,40.59,2023-06-25 17:49:21
7a6b5442-4bf1-4fe3-8a2b-0298ec9aa0c9,32.26,50.39,2023-06-25 17:49:21
3d50e5cd-b35c-40f9-8efa-24d7cd99ef45,13.34,13.9,2023-06-25 17:49:21
7921a73a-fde6-4164-bb52-d8f29a0ea499,3.76,43.59,2023-06-25 17:49:21
c93b3e0b-1639-484f-9497-c5331cbc0ce1,37.64,40.59,2023-06-25 17:49:21
d5e1d1c8-3436-46f5-a483-c95c80a92105,6.27,41.19,2023-06-25 17:49:21
c7739cc2-550f-4211-8140-b5bd18f44899,9.96,28.69,2023-06-25 17:49:21
a84f4f19-cde7-4852-b3ba-46e6140db63f,5.96,38.09,2023-06-25 17:49:21
63809856-b76c-48fc-9241-8dd24f6bd36f,9.55,48.99,2023-06-25 17:49:21
2bb8c8df-b02f-43c1-8651-56058880fcf7,9.35,24.0,2023-06-25 17:49:21
072b3bce-fd81-4492-a4a9-df20162e9a56,13.13,56.79,2023-06-25 17:49:21
46f1b9a7-cb20-4979-a19e-09264b97261c,9.64,66.29,2023-06-25 17:49:21
2587abb2-db5a-447f-ac5d-39b3a285e8aa,14.82,66.09,2023-06-25 17:49:21
860b2c0c-e7cc-41e2-8dd6-32577834cbfb,22.54,41.19,2023-06-25 17:49:21
5eb4b1e4-c5c1-4aa3-b29d-02bf2242c003,52.48,58.69,2023-06-25 17:49:21
8a0e946c-131c-46a9-9577-991adbd19dae,9.6,53.79,2023-06-25 17:49:21
82a0c4d6-52f2-413a-b236-b4c0ceadd97f,33.81,68.99,2023-06-25 17:49:21
a5558a54-40ab-4b68-9add-8a5773158370,10.75,40.09,2023-06-25 17:49:21
fe0ba318-ec43-4aee-9256-a0cc191a4c73,3.31,16.09,2023-06-25 17:49:21
938d3b87-0137-42b7-a5f3-8543fbc90fe5,5.36,19.0,2023-06-25 17:49:21
d6bfd9bc-e212-4364-b5cd-58b8af72dc60,13.02,51.99,2023-06-25 17:49:21
b71cfb9c-f336-43ac-ae76-04ba483013cc,13.68,32.9,2023-06-25 17:49:21
9e1cd1ec-cac6-4620-973a-17429dc62dc2,39.04,57.59,2023-06-25 17:49:21
ff316e9c-0c36-4601-bed3-df27738d294a,35.34,61.19,2023-06-25 17:49:21
8de08f5a-848a-4cc0-ab1f-af39f96ed7ed,23.45,41.79,2023-06-25 17:49:21
c8ea0d39-baf8-41a5-911a-fc752584d557,11.48,63.89,2023-06-25 17:49:21
96212ae7-5704-490e-b871-09764b3f2af1,24.66,38.49,2023-06-25 17:49:21
451b0473-e18c-4c01-8c45-1e3653c2def5,12.02,39.59,2023-06-25 17:49:21
913bf9fb-28ad-4a6d-9a71-afdf61193112,12.98,25.59,2023-06-25 17:49:21
327b7bee-cd19-402a-a7b8-200d793f525d,35.25,56.49,2023-06-25 17:49:21
99ceca1b-ec00-45da-af61-5b27f5d6e5e5,23.5,131.59,2023-06-25 17:49:21
71ff9c4d-2ca0-457e-8864-9012729da689,23.49,31.39,2023-06-25 17:49:21
183c5a8c-caf1-4fae-a633-858f8bee5e4a,26.49,28.89,2023-06-25 17:49:21
1a44553b-4646-4405-9849-15d4eff410b4,2.75,40.09,2023-06-25 17:49:22
588117e7-e17b-4a98-8434-c329278dd452,3.1,31.99,2023-06-25 17:49:22
334dad6e-fe9c-45f2-b910-25ae9c75b4f3,23.2,118.49,2023-06-25 17:49:22
68cabb35-6536-4177-a3c8-5548d74c51d3,18.45,38.99,2023-06-25 17:49:22
2a8c6875-547e-4916-a629-df26c07e281e,10.49,36.29,2023-06-25 17:49:22
e940f89c-3318-4f0b-8f3f-b64e1e5f1ce2,14.07,19.0,2023-06-25 17:49:22
9f8e6974-2c1c-4d9b-b052-c1b030b88bf7,10.4,56.69,2023-06-25 17:49:22
8efbacf1-19dc-4cdf-8264-898e4974ccc0,12.35,29.99,2023-06-25 17:49:22
1df0c77c-829b-4fc0-a7db-b9994af1444c,25.9,40.59,2023-06-25 17:49:22
b9848234-03ef-4e9e-b8d1-a94ca3535a6e,15.11,20.69,2023-06-25 17:49:22
f99f37e8-698e-4569-90f7-4b793bf44f68,41.67,55.49,2023-06-25 17:49:22
02e8ba8c-468c-452e-b746-ec7a077b405d,9.31,97.59,2023-06-25 17:49:22
05ce8518-3b20-41af-a65f-ade81caf7c06,14.49,33.39,2023-06-25 17:49:22
a598438c-c463-442b-89a2-84b3221c9bea,23.97,32.39,2023-06-25 17:49:22
bc3f3695-7355-4e96-bec9-adf1db05efe8,0.75,29.69,2023-06-25 17:49:22
55654dd5-ba75-40b9-9170-17d793365870,24.12,25.79,2023-06-25 17:49:22
af19053e-008e-43d6-8d15-9a005ae67a74,1.76,48.59,2023-06-25 17:49:22
cc11ef2a-d4a5-4a22-85a4-9d585429cfb9,15.51,25.2,2023-06-25 17:49:22
4ce41e63-2912-4c79-b1dc-addf853f6092,9.92,55.39,2023-06-25 17:49:22
9e4c2a76-cd3b-4d05-8fbd-0e07edf585b9,35.12,45.59,2023-06-25 17:49:22
210b9515-9e3f-48ff-8933-0ed9f817ee8c,50.5,55.19,2023-06-25 17:49:22
0d4a8bee-8562-4c0a-9255-ec400d4001ad,19.85,42.09,2023-06-25 17:49:22
80fc64bf-e3c9-48b0-aa1f-272f658556eb,37.98,47.79,2023-06-25 17:49:22
f2a7b422-be5e-482a-92c5-f18d4e9df82e,39.2,49.59,2023-06-25 17:49:22
e11d1b82-c9ae-4f12-be95-d0afbba7b991,20.13,34.19,2023-06-25 17:49:22
acc249d5-7477-4ac1-ba56-d19d9bc3fd66,9.48,28.8,2023-06-25 17:49:22
e1466816-082e-409a-b3c5-6bea594b5225,6.56,113.59,2023-06-25 17:49:22
c5e37d14-f273-49f6-b749-9c963ca45b4c,30.23,32.39,2023-06-25 17:49:22
2549ecbc-5047-41d8-9066-e34cbca21681,45.41,65.59,2023-06-25 17:49:22
ce20a06e-57d8-4370-810f-c017a31c0d95,7.47,37.9,2023-06-25 17:49:22
18fd61b0-1008-496d-8ef8-b257a89d55af,1.88,50.49,2023-06-25 17:49:22
0cf2c80d-031b-4b1c-b005-876ee3542f09,29.6,34.4,2023-06-25 17:49:22
284e2f84-ed1f-477a-aace-ff4b6b9d97a2,17.38,34.49,2023-06-25 17:49:22
5762b5f4-8d6f-4d21-8e5a-bbf284a6cc2a,9.06,23.09,2023-06-25 17:49:22
216698e4-a78d-45d0-9acb-2f49904be1c4,16.92,23.7,2023-06-25 17:49:23
b7e92762-f56e-471f-a009-a2bf1111f9b2,25.43,38.29,2023-06-25 17:49:23
a9ac6b66-d325-4add-ae9a-85aafa5f8956,18.1,56.09,2023-06-25 17:49:23
7a7f8561-69ea-408f-8620-a2b17b6f93d3,16.92,137.79,2023-06-25 17:49:27
d2bef4fb-4fa1-4eb4-a6c3-940394be50e8,31.49,36.69,2023-06-25 17:49:27
c8709788-5e8b-4f0a-9a44-7974b92bd166,48.19,53.99,2023-06-25 17:49:27
34c48eb5-14a9-4c13-b784-33ff93921917,27.4,38.69,2023-06-25 17:49:27
2c4c956d-b19a-4ae8-a490-e25b32f0a12b,0.77,23.69,2023-06-25 17:49:27
77663eca-ade0-4057-b3d7-2fd676df7907,0.58,40.49,2023-06-25 17:49:27
b8cec5dd-712f-4312-affe-0fc44179e707,13.4,14.5,2023-06-25 17:49:27
2928918a-e0dd-44eb-b44f-a443bb76bf92,11.26,29.09,2023-06-25 17:49:27
ddb881fd-06de-4df7-b6e9-e894eb26e9e5,42.57,64.39,2023-06-25 17:49:27
2c72a040-17ae-403e-8e58-f70942143b5b,2.82,80.19,2023-06-25 17:49:28
56356090-5622-4c8d-8594-5c109fb5b0e3,4.9,31.99,2023-06-25 17:49:28
67a5afb3-82bc-4ba9-a6dc-f7d1037fe107,1.45,25.0,2023-06-25 17:49:28
f09a8890-ae30-4bb9-9ff0-477ec514776a,3.92,10.5,2023-06-25 17:49:28
1135ec88-3ca6-48eb-86ce-fb82dece7f93,17.95,31.89,2023-06-25 17:49:28
f5e83be3-daa7-4949-9944-71283a000670,29.05,64.8,2023-06-25 17:49:28
01e719bd-86f9-410f-b33a-e327a341cfac,19.94,19.99,2023-06-25 17:49:28
5b8a2b16-5070-40f6-854d-54300ee78066,49.29,58.09,2023-06-25 17:49:28
a0365a65-851f-419f-acb5-550f70848c9f,16.87,25.0,2023-06-25 17:49:28
06597c76-3d7a-452e-bc94-c87847aa7f69,27.49,53.09,2023-06-25 17:49:28
91f7a1dd-08b9-4706-913d-9bf45c5a7404,27.86,43.49,2023-06-25 17:49:28
740c0542-0356-4beb-8e83-655ce29a4469,19.83,84.69,2023-06-25 17:49:28
dc036684-0fe9-44f0-b33d-feef801e243b,14.89,22.6,2023-06-25 17:49:28
58beee89-0794-4bbe-b67a-b676d11cb543,10.07,95.0,2023-06-25 17:49:28
36021b87-3861-40c0-8a7e-cae456ae785f,16.16,31.59,2023-06-25 17:49:28
d7354ddc-29c0-47bc-a91d-2bca776b41f5,20.89,48.59,2023-06-25 17:49:29
99342c54-9a3d-4ddd-897b-dbd700ddf482,11.03,33.99,2023-06-25 17:49:29
de9ee70c-affb-419b-9946-ec7ef6a24cc5,40.44,51.29,2023-06-25 17:49:29
12bffc8d-cfec-47ef-9fae-6304b59fb65f,6.69,33.49,2023-06-25 17:49:29
88ac8614-6cdf-4eac-90ee-db45e2203b88,28.16,32.89,2023-06-25 17:49:29
f57b882f-7449-4ca6-90d4-3724ac889472,13.1,19.39,2023-06-25 17:49:29
3b1c28af-5118-49f0-88db-6a89d158b55e,48.96,58.09,2023-06-25 17:49:29
6464a5b4-f657-4fe1-9a09-c59b5ea86fb0,5.6,8.1,2023-06-25 17:49:29
060762ed-3d62-443c-803a-36255c09d6bb,1.44,8.8,2023-06-25 17:49:29
264138f7-8f72-4989-843c-909f05041115,11.64,40.49,2023-06-25 17:49:29
736e95bb-13bb-42c4-a483-124194928a30,29.76,57.69,2023-06-25 17:49:29
347b64d0-2c75-46b7-93ce-4a56aa81ec96,25.61,26.19,2023-06-25 17:49:29
5488c395-c0c0-4afb-b280-d787ecc17c10,15.7,23.9,2023-06-25 17:49:29
c4d58aef-5c13-407b-a356-a5c73c0a1f06,1.62,24.09,2023-06-25 17:49:29
c69e9f2d-f997-446f-801d-dc38a168216d,6.5,41.59,2023-06-25 17:49:29
3ce4e5cb-a2d4-43da-a1f9-9de6c8960d1d,17.49,32.89,2023-06-25 17:49:29
e2cc6998-596b-46b3-a559-d8c9436ce677,39.79,101.59,2023-06-25 17:49:29
9ef4a693-c0d4-4f6a-8b12-fc9c4feb754b,22.73,49.59,2023-06-25 17:49:29
ee0e2ba7-4527-4237-8fdc-28c726655782,2.5,29.19,2023-06-25 17:49:29
f19ff5f1-9f86-4f54-8b90-c8efc195cc2d,3.48,18.39,2023-06-25 17:49:29
964690c4-7dd8-45d4-ae69-632fea5ecd5a,10.07,48.79,2023-06-25 17:49:29
b72b6f20-f83d-446e-9d96-c0384d1f2496,20.67,27.7,2023-06-25 17:49:30
c30f1ff1-a5b3-4ec4-a5c7-369335be4b19,6.81,14.8,2023-06-25 17:49:30
b4e4dae0-6416-413d-8f47-2848724e0170,19.02,105.09,2023-06-25 17:49:30
ad1a4b43-358f-4d0a-a90f-583bc0c88dfa,24.1,80.19,2023-06-25 17:49:30
6d4b3122-176a-47a6-a62d-45163d193e49,7.58,41.09,2023-06-25 17:49:30
007741f4-08b4-4ff0-8d03-b3f9d8a62a52,8.53,30.29,2023-06-25 17:49:30
ae147832-8c34-4279-a3ca-609433a9381a,16.71,20.59,2023-06-25 17:49:30
887f5029-1d12-43aa-bd8d-c7b6124484b0,44.51,67.29,2023-06-25 17:49:30
e356c8e2-23a8-4d79-ae02-e27bd3f515c3,11.99,21.29,2023-06-25 17:49:30
d77fe320-0e15-4e96-aa29-efaa69b01d97,21.6,94.39,2023-06-25 17:49:30
3a7ed56a-44b6-4042-b851-9fdcfb89edbc,6.72,25.99,2023-06-25 17:49:30
98ec12c6-7e3f-4468-b11b-705d887c4c63,41.54,50.89,2023-06-25 17:49:30
046081db-51fd-4d38-af79-050577de8380,12.97,44.69,2023-06-25 17:49:30
c61eaa5e-7b2a-4b2e-a370-2ee762678c4c,34.47,51.19,2023-06-25 17:49:30
64daaf1f-71e7-4e21-8c0f-e58ecb238dce,5.43,11.3,2023-06-25 17:49:30
b1358a74-5a3d-4ed1-b7c2-0b3e78c0407d,23.62,42.19,2023-06-25 17:49:30
fb9beedb-2682-4e89-b597-607fe5daefcd,17.37,17.6,2023-06-25 17:49:30
b8988d7b-6429-45c0-953a-0115ddb66bd8,31.66,47.49,2023-06-25 17:49:30
1a0a3a02-f9d6-48de-8ff7-49cc96391054,8.58,17.9,2023-06-25 17:49:30
4cc1801f-d879-4128-872b-4e9afa61a920,15.04,77.09,2023-06-25 17:49:30
24a42dde-55dd-4a9b-a560-42f9eff86489,56.7,87.29,2023-06-25 17:49:30
5b10b352-7512-4740-9144-88c55609e214,15.51,68.39,2023-06-25 17:49:30
648b75be-7162-4521-afd2-486027b376d8,8.78,30.89,2023-06-25 17:49:30
8333a8ff-a8f7-4946-baf5-9900cbb772ed,20.73,62.99,2023-06-25 17:49:30
cab5659b-fc41-4ece-a82a-ea9359896e0e,2.86,8.3,2023-06-25 17:49:30
d36b5768-4d14-4262-9e80-7031bbfca720,15.04,23.09,2023-06-25 17:49:30
79d06982-8ae4-417a-8116-ea711613507e,5.89,28.59,2023-06-25 17:49:30
5a3ece74-9df3-4dda-8651-cc093d19b16e,25.72,31.49,2023-06-25 17:49:30
a4262b36-d88b-4a8e-8d4f-ef33626d55c1,0.72,36.89,2023-06-25 17:49:30
fb272c97-0f23-49a6-951b-4d2fe7ed42ca,1.91,10.8,2023-06-25 17:49:30
f2985b26-eb78-4888-b43a-5b7e1c87c37d,39.17,48.59,2023-06-25 17:49:30
ecf391cc-c8b1-4722-82a8-8d620cffc8b0,7.35,20.0,2023-06-25 17:49:30
6a9bfc2d-af88-4add-bbdf-cc5f7bd2e9ae,22.66,29.69,2023-06-25 17:49:30
92cf34f5-c066-4e30-8ba0-585adf1d59d2,3.2,78.19,2023-06-25 17:49:30
34bd3e20-f97e-4b54-a6ed-657781806f0f,6.03,42.09,2023-06-25 17:49:31
3c0fca1c-6af1-4c31-896b-6f7b753bfc15,19.15,32.89,2023-06-25 17:49:31
5a20b6ba-8389-41ae-9739-9c04522367f9,18.09,99.59,2023-06-25 17:49:31
5214f968-6367-49cc-8677-941ce94bf779,52.17,83.29,2023-06-25 17:49:31
cdae1e91-0a1c-4231-b123-7cfbd5db9042,26.99,30.99,2023-06-25 17:49:31
43d74d13-3263-47a8-94cd-3ea2b2531567,26.07,29.59,2023-06-25 17:49:31
b912597b-32ee-4fee-b805-6b1c273f7a2c,11.08,28.89,2023-06-25 17:49:31
632660c9-a4aa-4eda-883e-3b966af14b54,4.31,15.29,2023-06-25 17:49:31
9b96eb43-d660-476a-831b-f5e981942c42,8.28,61.79,2023-06-25 17:49:31
36798cc2-4a4c-433e-b1f9-a98bf089b440,45.51,80.99,2023-06-25 17:49:31
efac11df-25d4-4bf5-b3be-cfe597b17b65,6.11,105.49,2023-06-25 17:49:31
2f15d29f-78ac-4c28-bf95-3e5eac1a7df8,11.76,37.09,2023-06-25 17:49:31
db39d5c0-e831-40a6-bb1d-d74304ba261f,25.18,40.09,2023-06-25 17:49:31
99917ea9-502b-4ff1-a53c-83bf8cf5ad15,4.99,17.49,2023-06-25 17:49:31
19d4e9aa-b2da-443b-9465-faea470b53ac,12.32,29.59,2023-06-25 17:49:31
e99a35c1-90bd-4e4c-a9a3-5a4cfe46cb43,19.14,35.49,2023-06-25 17:49:31
c3065b67-cc92-45e5-80d1-9ec9685ccbe2,4.33,65.29,2023-06-25 17:49:31
b1359caa-7e26-45a9-9da4-80555857d0bd,27.76,37.49,2023-06-25 17:49:31
109a3f2e-926c-4017-b3e4-7c90aa19bbf9,16.13,52.29,2023-06-25 17:49:31
b54f5619-7daf-449b-8a0b-3002d5cc4548,19.84,31.3,2023-06-25 17:49:31
3806a24d-b29e-47a9-9a0c-4d8b7a9b4ff1,7.82,16.99,2023-06-25 17:49:31
0ae00641-22e1-4fd8-877d-a66d1be686a7,28.43,55.19,2023-06-25 17:49:31
703e0835-3c6d-4c7e-882b-5d3c3ecd32c7,20.14,41.09,2023-06-25 17:49:31
440f9b3a-061c-4a93-946e-acc804bf56b1,9.13,41.09,2023-06-25 17:49:31
7a8378de-ae43-467e-bc9e-422e051b4d73,26.78,38.79,2023-06-25 17:49:32
4b6ddbb0-60aa-4ff8-a1bf-71c41b2af6b5,15.53,40.09,2023-06-25 17:49:32
fad931fb-f98d-4a0d-b6ae-78c11364727f,3.92,30.19,2023-06-25 17:49:32
0ec3f2f8-f6e8-4468-9ab0-bac333b21ec6,24.21,35.19,2023-06-25 17:49:32
917435cc-a9ca-4bc6-8a3d-6f59739a5f65,8.79,109.49,2023-06-25 17:49:32
ffafa2c1-b36b-4991-a00d-c182c7422d73,4.08,49.29,2023-06-25 17:49:32
126be305-b6d1-4320-8d57-ebdf23818baa,10.49,44.59,2023-06-25 17:49:32
7b1cde7e-6167-4bd0-aaa6-fd0a2b3bd4b8,3.45,7.95,2023-06-25 17:49:32
8a835c2c-d7b5-41e8-881a-6568337ef5fe,4.7,38.69,2023-06-25 17:49:32
da54f16c-7a61-48df-86de-5037fa2f1f6a,15.87,56.79,2023-06-25 17:49:32
62209b3f-0a27-445c-9cd2-fba7395803b5,0.6,50.0,2023-06-25 17:49:32
fd47a1db-8120-4661-ac00-89fe7ba5bb24,8.19,8.9,2023-06-25 17:49:32
5f4ce7b5-baf8-464d-b589-dc0d3d6bec97,26.47,185.09,2023-06-25 17:49:32
a76bc2c5-b664-4db5-ac54-5d8a70947cb7,29.29,34.49,2023-06-25 17:49:32
dae3821a-22d1-4111-af55-14d19d6cff77,8.9,54.09,2023-06-25 17:49:32
4ea08eb6-0230-4007-a2e3-f8932145cd0f,36.97,39.59,2023-06-25 17:49:32
ea84185a-de89-4eda-947f-7a435a9e52f8,38.45,107.19,2023-06-25 17:49:32
525d6bb1-47c2-431f-97fc-775ad15e9c0b,3.9,37.09,2023-06-25 17:49:32
4bf8c741-7461-422b-9586-a615c09896d8,2.7,24.69,2023-06-25 17:49:32
7c9036c7-026d-4581-9215-5d4f53a3a653,33.93,44.59,2023-06-25 17:49:32
53d0ab18-82f9-40e1-9b24-90409c9a1556,18.11,51.19,2023-06-25 17:49:32
26783bbd-b03b-46cf-89a7-cca63e44b390,26.05,65.39,2023-06-25 17:49:32
2861c046-8c86-4e18-9894-f4f8194e9651,3.17,34.59,2023-06-25 17:49:32
54767329-6738-49e1-877e-a097f8e20d3d,18.7,36.69,2023-06-25 17:49:32
712335fe-4aff-4988-b423-e1958e562b2d,40.47,45.89,2023-06-25 17:49:32
7084fad1-c660-419e-90c6-9c48aa8facc2,3.57,48.7,2023-06-25 17:49:32
6dec3a4d-b84c-4242-830f-f40cdab77b6b,44.07,47.2,2023-06-25 17:49:32
50faad1f-2d78-4916-808d-10a031e887aa,42.13,42.39,2023-06-25 17:49:32
14a49dca-8082-43cc-99b5-cf78f7b45ad3,12.89,18.39,2023-06-25 17:49:32
d5efc136-8d01-481a-8f4f-85f35caefdd1,2.27,37.99,2023-06-25 17:49:32
cc1897dc-3ab3-43c4-98f7-dcb752d68301,3.78,19.4,2023-06-25 17:49:32
834fad72-035b-4c8d-ae1d-73f9a1f6a4bb,56.86,132.29,2023-06-25 17:49:32
9520a15a-60e9-483e-87eb-ae29becae6f2,45.14,48.89,2023-06-25 17:49:32
1506e5b9-ec2d-40b9-ab4f-73d8aad9bf2e,5.49,19.5,2023-06-25 17:49:32
80d2a20a-60fb-4c37-8089-fd252a8b2121,23.04,24.39,2023-06-25 17:49:32
d7bc7951-5f51-4a90-af0d-d16d51b05e47,7.59,9.9,2023-06-25 17:49:32
2c812a6f-7eb3-4bde-9e25-3cc1196f2379,9.56,45.39,2023-06-25 17:49:32
d5d97574-33cc-48d7-bfda-f0ae15cdc08e,15.09,50.29,2023-06-25 17:49:32
d9f20043-8bf4-41d6-999f-f207627e3f01,37.61,39.29,2023-06-25 17:49:33
8de29bb7-0e7e-4816-bfc6-a477b3e38520,26.41,44.59,2023-06-25 17:49:33
6b9e7a30-9aa3-4403-bcb7-ccf1f8ec31b1,22.85,58.4,2023-06-25 17:49:33
ef88a30b-1e58-44b9-a701-883018e6ca0d,33.64,60.19,2023-06-25 17:49:33
0e18ada9-b758-4653-b43d-b7b689f49ca9,42.13,43.59,2023-06-25 17:49:33
83286739-8d08-4693-abac-3b70e50f5235,6.79,165.49,2023-06-25 17:49:37
bfe959dd-419e-4b73-bc18-1c3e346185a1,16.39,33.79,2023-06-25 17:49:37
e7178e24-b393-44a6-a20b-272caeada440,15.33,16.0,2023-06-25 17:49:37
10902006-e1e3-4113-8f8d-d2062c9b50c8,23.85,27.09,2023-06-25 17:49:37
fb40d950-83ff-4c6c-8300-730ce8698ce2,36.74,62.49,2023-06-25 17:49:37
f4eab43e-7009-46ce-b9af-2dd19bcafbbb,5.22,7.8,2023-06-25 17:49:37
30a31d75-986f-41ac-95a3-acd4fe81cf4e,8.53,18.19,2023-06-25 17:49:37
c24a117d-3650-4ca0-858f-900113303246,26.01,42.59,2023-06-25 17:49:37
f56e4a68-53f6-41d5-86c2-25e11703bfce,7.85,181.79,2023-06-25 17:49:37
58d91192-f54a-4348-a8d0-ae327e827e1b,9.79,28.29,2023-06-25 17:49:38
698f0b25-c370-40aa-96c0-ae33d6fe8760,8.11,21.99,2023-06-25 17:49:38
4f0dd5fc-68d9-473d-a3fc-49128fd3c284,46.14,67.99,2023-06-25 17:49:38
c4d9f290-45b2-45c0-b19c-b71096bd9884,1.92,8.5,2023-06-25 17:49:38
69d368bc-ad8b-4696-b86a-b1b5a2ca3984,3.13,28.9,2023-06-25 17:49:38
997b945f-e894-4fb6-8b79-098e5125ef97,3.98,50.39,2023-06-25 17:49:38
8ad8c1b5-c0a9-4f4b-ad96-256a5bf0576a,5.77,6.7,2023-06-25 17:49:38
c4ce1525-aca4-4fec-9057-75f0af596d45,2.66,11.5,2023-06-25 17:49:38
64bf205e-c003-406d-977d-b359e2efe6dc,3.43,68.79,2023-06-25 17:49:38
9a1520f4-70db-4509-8b9b-951808e7a2c1,18.61,36.99,2023-06-25 17:49:38
bd081f0f-bbd6-405f-8e94-eb8dfb612e9a,28.58,49.9,2023-06-25 17:49:38
eb2b4f6e-a8e8-4e13-847a-3cf3f1cc37ee,37.72,39.49,2023-06-25 17:49:38
23471b42-ad91-41ae-8a92-6d7897597be9,7.1,35.89,2023-06-25 17:49:38
55d383bb-2ed1-4630-9740-b08bbb01b95e,16.91,78.19,2023-06-25 17:49:38
24c858db-daed-4b6f-8972-a978821fcdef,44.56,123.89,2023-06-25 17:49:38
eb9d7098-463b-4502-95d9-c4adcad4b9e8,14.26,25.19,2023-06-25 17:49:38
52cff173-8774-4cbf-b682-e08f3b437038,14.98,15.99,2023-06-25 17:49:38
77a9683f-4453-4478-b4af-6783b6bc4513,25.83,74.09,2023-06-25 17:49:38
fde38f81-d7f5-437a-bbec-010eb0cb5c43,22.05,23.39,2023-06-25 17:49:38
392b6f2f-6632-405a-893b-91daebf42218,7.55,19.69,2023-06-25 17:49:38
ee4c0afc-232f-4990-bca3-fae1bfbaa8a4,26.99,30.59,2023-06-25 17:49:38
7c6a1274-ae6b-457d-866e-f6772a2eca8a,15.52,34.69,2023-06-25 17:49:38
e923738d-8edb-4508-9067-31efc814fdff,26.25,27.2,2023-06-25 17:49:39
873973b8-2c9a-42e8-92ea-ec79e536cb96,15.52,17.19,2023-06-25 17:49:39
cf261aae-ee8d-4951-a92b-7f33bdc5c865,27.38,83.99,2023-06-25 17:49:39
fc433d86-712c-40d9-a17a-49680b789f3d,32.12,44.59,2023-06-25 17:49:39
d9aafdf1-59b8-47d3-9d92-0b6934e9185c,33.37,58.49,2023-06-25 17:49:39
30a8e18d-3af1-4068-8ca9-32711cdb6840,39.5,42.0,2023-06-25 17:49:39
1dd157e7-4cff-47d8-809d-a580d9d8bdc4,15.88,71.99,2023-06-25 17:49:39
4fa51c1f-e516-4662-bc6d-9c01511de073,24.54,25.79,2023-06-25 17:49:39
2204c89e-e19f-4a48-b600-b6c1323aa175,13.03,30.69,2023-06-25 17:49:39
f8fbb1c6-df11-4f80-ba64-ffbd2e9da101,59.17,194.09,2023-06-25 17:49:39
ed537584-cca0-4669-92d2-09f7d9c93003,11.38,19.8,2023-06-25 17:49:39
97cb5570-3fdc-456a-816b-95239e4b578e,30.94,46.09,2023-06-25 17:49:39
ee04e2a3-bb9d-4128-aff1-26cf71a638c3,2.77,19.9,2023-06-25 17:49:39
53a25dfb-1da3-4ce7-87b1-1acb48fc1d76,21.11,39.19,2023-06-25 17:49:39
8059a4f9-76c1-424c-a503-15506914af9f,6.81,11.6,2023-06-25 17:49:39
961b0744-60e3-42c1-813d-b6de068f01a7,0.62,64.09,2023-06-25 17:49:39
4ded6a50-f339-444f-8c9d-970224ec6c50,12.89,15.0,2023-06-25 17:49:39
2db3ce56-e0ee-49f4-95d9-6f64d70a60fe,16.55,23.09,2023-06-25 17:49:39
91ab0d41-de4a-4787-8716-94237da84312,29.79,41.49,2023-06-25 17:49:39
7fd91d4d-c2e4-46cd-9e5e-4f7985a9ee50,31.51,33.99,2023-06-25 17:49:39
